CHR	POS	CM	Type	MB	chr
V	8826298	26.191	Maternal	8.826298	V
V	8826304	26.191	Maternal	8.826304	V
V	8826359	26.191	Maternal	8.826359	V
V	8826365	26.191	Maternal	8.826365	V
V	8826390	26.191	Maternal	8.82639	V
V	8828720	26.191	Maternal	8.82872	V
V	8828729	26.191	Maternal	8.828729	V
V	8850103	26.191	Maternal	8.850103	V
V	8850121	26.191	Maternal	8.850121	V
V	8851029	26.191	Maternal	8.851029	V
V	9048335	26.191	Maternal	9.048335	V
V	9057083	26.191	Maternal	9.057083	V
V	9057092	26.191	Maternal	9.057092	V
V	9095215	26.191	Maternal	9.095215	V
V	9142822	26.191	Maternal	9.142822	V
V	9155318	26.191	Maternal	9.155318	V
V	9155325	26.191	Maternal	9.155325	V
V	9155350	26.191	Maternal	9.15535	V
V	9165349	26.191	Maternal	9.165349	V
V	9165369	26.191	Maternal	9.165369	V
V	9165466	26.191	Maternal	9.165466	V
V	9249725	26.191	Maternal	9.249725	V
V	9249732	26.191	Maternal	9.249732	V
V	9249735	26.191	Maternal	9.249735	V
V	9249794	26.191	Maternal	9.249794	V
V	9265678	26.191	Maternal	9.265678	V
V	9314408	26.191	Maternal	9.314408	V
V	9336923	26.191	Maternal	9.336923	V
V	9341235	26.191	Maternal	9.341235	V
V	9367136	26.191	Maternal	9.367136	V
V	9367143	26.191	Maternal	9.367143	V
V	9367152	26.191	Maternal	9.367152	V
V	9367154	26.191	Maternal	9.367154	V
V	9367177	26.191	Maternal	9.367177	V
V	9392771	26.191	Maternal	9.392771	V
V	9392784	26.191	Maternal	9.392784	V
V	9392789	26.191	Maternal	9.392789	V
V	9392792	26.191	Maternal	9.392792	V
V	9438263	26.191	Maternal	9.438263	V
V	9505222	26.191	Maternal	9.505222	V
V	9505225	26.191	Maternal	9.505225	V
V	9512607	26.191	Maternal	9.512607	V
V	9557195	26.191	Maternal	9.557195	V
V	9603529	26.191	Maternal	9.603529	V
V	9639156	26.191	Maternal	9.639156	V
V	9639157	26.191	Maternal	9.639157	V
V	9639158	26.191	Maternal	9.639158	V
V	9642258	26.191	Maternal	9.642258	V
V	9642327	26.191	Maternal	9.642327	V
V	9642366	26.191	Maternal	9.642366	V
V	9645546	26.191	Maternal	9.645546	V
V	9665672	26.191	Maternal	9.665672	V
V	9665687	26.191	Maternal	9.665687	V
V	9665727	26.191	Maternal	9.665727	V
V	9711089	26.191	Maternal	9.711089	V
V	9711103	26.191	Maternal	9.711103	V
V	9711124	26.191	Maternal	9.711124	V
V	9781143	26.191	Maternal	9.781143	V
V	9781177	26.191	Maternal	9.781177	V
V	9795731	26.191	Maternal	9.795731	V
V	9795765	26.191	Maternal	9.795765	V
V	9806066	26.191	Maternal	9.806066	V
V	9806117	26.191	Maternal	9.806117	V
V	9806132	26.191	Maternal	9.806132	V
V	9806369	26.191	Maternal	9.806369	V
V	9806420	26.191	Maternal	9.80642	V
V	9806441	26.191	Maternal	9.806441	V
V	9806552	26.191	Maternal	9.806552	V
V	9815867	26.191	Maternal	9.815867	V
V	9830379	26.191	Maternal	9.830379	V
V	9836829	26.191	Maternal	9.836829	V
V	9857781	26.191	Maternal	9.857781	V
V	9858096	26.191	Maternal	9.858096	V
V	9858129	26.191	Maternal	9.858129	V
V	9858198	26.191	Maternal	9.858198	V
V	9890227	26.191	Maternal	9.890227	V
V	9890351	26.191	Maternal	9.890351	V
V	9891748	26.191	Maternal	9.891748	V
V	9898598	26.191	Maternal	9.898598	V
V	9898780	26.191	Maternal	9.89878	V
V	9898801	26.191	Maternal	9.898801	V
V	9907983	26.191	Maternal	9.907983	V
V	9912597	26.191	Maternal	9.912597	V
V	9935593	26.191	Maternal	9.935593	V
V	9935602	26.191	Maternal	9.935602	V
V	9935611	26.191	Maternal	9.935611	V
V	9935623	26.191	Maternal	9.935623	V
V	9967590	26.191	Maternal	9.96759	V
V	9967608	26.191	Maternal	9.967608	V
V	10062828	26.191	Maternal	10.062828	V
V	10071396	26.191	Maternal	10.071396	V
V	10162782	26.191	Maternal	10.162782	V
V	10162895	26.191	Maternal	10.162895	V
V	10169308	26.191	Maternal	10.169308	V
V	10174856	26.191	Maternal	10.174856	V
V	10174905	26.191	Maternal	10.174905	V
V	10181838	26.191	Maternal	10.181838	V
V	10181859	26.191	Maternal	10.181859	V
V	10181862	26.191	Maternal	10.181862	V
V	10182155	26.191	Maternal	10.182155	V
V	10201591	26.191	Maternal	10.201591	V
V	10212903	26.191	Maternal	10.212903	V
V	10258843	26.191	Maternal	10.258843	V
V	10258912	26.191	Maternal	10.258912	V
V	10299211	26.191	Maternal	10.299211	V
V	10299337	26.191	Maternal	10.299337	V
V	10299373	26.191	Maternal	10.299373	V
V	10311857	26.191	Maternal	10.311857	V
V	10311924	26.191	Maternal	10.311924	V
V	10326917	26.191	Maternal	10.326917	V
V	10342986	26.337	Maternal	10.342986	V
V	10407308	26.337	Maternal	10.407308	V
V	10439442	26.337	Maternal	10.439442	V
V	10439484	26.337	Maternal	10.439484	V
V	10460267	26.337	Maternal	10.460267	V
V	10460402	26.337	Maternal	10.460402	V
V	10470556	26.337	Maternal	10.470556	V
V	10480594	26.337	Maternal	10.480594	V
V	10483438	26.337	Maternal	10.483438	V
V	10483448	26.337	Maternal	10.483448	V
V	10488675	26.337	Maternal	10.488675	V
V	10488696	26.337	Maternal	10.488696	V
V	10488698	26.337	Maternal	10.488698	V
V	10490383	26.337	Maternal	10.490383	V
V	10490419	26.337	Maternal	10.490419	V
V	10532747	26.337	Maternal	10.532747	V
V	10548194	26.337	Maternal	10.548194	V
V	10548269	26.337	Maternal	10.548269	V
V	10564038	26.337	Maternal	10.564038	V
V	10566351	26.337	Maternal	10.566351	V
V	10566362	26.337	Maternal	10.566362	V
V	10566365	26.337	Maternal	10.566365	V
V	10566375	26.337	Maternal	10.566375	V
V	10596224	26.337	Maternal	10.596224	V
V	10634834	26.337	Maternal	10.634834	V
V	10661606	26.337	Maternal	10.661606	V
V	10663824	26.337	Maternal	10.663824	V
V	10700193	26.337	Maternal	10.700193	V
V	10731430	26.337	Maternal	10.73143	V
V	10731442	26.337	Maternal	10.731442	V
V	10731476	26.337	Maternal	10.731476	V
V	10731515	26.337	Maternal	10.731515	V
V	10731794	26.337	Maternal	10.731794	V
V	10759380	26.484	Maternal	10.75938	V
V	11731130	26.484	Maternal	11.73113	V
V	11753589	26.484	Maternal	11.753589	V
V	11787642	26.484	Maternal	11.787642	V
V	11787654	26.484	Maternal	11.787654	V
V	11806018	26.484	Maternal	11.806018	V
V	11806039	26.484	Maternal	11.806039	V
V	11806069	26.484	Maternal	11.806069	V
V	11806157	26.484	Maternal	11.806157	V
V	11845088	26.484	Maternal	11.845088	V
V	11847119	26.484	Maternal	11.847119	V
V	11880196	26.484	Maternal	11.880196	V
V	11890637	26.484	Maternal	11.890637	V
V	11890679	26.484	Maternal	11.890679	V
V	11890688	26.484	Maternal	11.890688	V
V	11890697	26.484	Maternal	11.890697	V
V	11891686	26.484	Maternal	11.891686	V
V	11891701	26.484	Maternal	11.891701	V
V	11891705	26.484	Maternal	11.891705	V
V	11891724	26.484	Maternal	11.891724	V
V	11980435	26.484	Maternal	11.980435	V
V	12014160	26.484	Maternal	12.01416	V
V	12014172	26.484	Maternal	12.014172	V
V	12014175	26.484	Maternal	12.014175	V
V	12014184	26.484	Maternal	12.014184	V
V	12014212	26.484	Maternal	12.014212	V
V	12018015	26.484	Maternal	12.018015	V
V	12019968	26.484	Maternal	12.019968	V
V	12020827	26.484	Maternal	12.020827	V
V	12104562	26.484	Maternal	12.104562	V
V	12104604	26.484	Maternal	12.104604	V
V	12108812	26.484	Maternal	12.108812	V
V	12110546	26.484	Maternal	12.110546	V
V	12110606	26.484	Maternal	12.110606	V
V	12110608	26.484	Maternal	12.110608	V
V	12113595	26.484	Maternal	12.113595	V
V	12113611	26.484	Maternal	12.113611	V
V	12113644	26.484	Maternal	12.113644	V
V	12127467	26.484	Maternal	12.127467	V
V	12141701	26.484	Maternal	12.141701	V
V	12145470	26.484	Maternal	12.14547	V
V	12148068	26.484	Maternal	12.148068	V
V	12159587	26.484	Maternal	12.159587	V
V	12166567	26.484	Maternal	12.166567	V
V	12166603	26.484	Maternal	12.166603	V
V	12179837	26.484	Maternal	12.179837	V
V	12179844	26.484	Maternal	12.179844	V
V	12217916	26.484	Maternal	12.217916	V
V	12237091	26.484	Maternal	12.237091	V
V	12243221	26.484	Maternal	12.243221	V
V	12243222	26.484	Maternal	12.243222	V
V	12261959	26.484	Maternal	12.261959	V
V	12268597	26.484	Maternal	12.268597	V
V	12268598	26.484	Maternal	12.268598	V
V	12268671	26.631	Maternal	12.268671	V
V	12268672	26.631	Maternal	12.268672	V
V	12282067	26.631	Maternal	12.282067	V
V	12282118	26.631	Maternal	12.282118	V
V	12282865	26.778	Maternal	12.282865	V
V	12282877	26.778	Maternal	12.282877	V
V	12287477	26.778	Maternal	12.287477	V
V	12287483	26.778	Maternal	12.287483	V
V	12292856	26.778	Maternal	12.292856	V
V	12292994	26.778	Maternal	12.292994	V
V	12293072	26.778	Maternal	12.293072	V
V	12293079	26.778	Maternal	12.293079	V
V	12293105	26.778	Maternal	12.293105	V
V	12293219	26.778	Maternal	12.293219	V
V	12298543	26.778	Maternal	12.298543	V
V	12298547	26.778	Maternal	12.298547	V
V	12298670	26.778	Maternal	12.29867	V
V	12299132	26.778	Maternal	12.299132	V
V	12312489	26.778	Maternal	12.312489	V
V	12345962	26.778	Maternal	12.345962	V
V	12345978	26.778	Maternal	12.345978	V
V	12709793	26.778	Maternal	12.709793	V
V	12709970	26.778	Maternal	12.70997	V
V	12710030	26.778	Maternal	12.71003	V
V	12710045	26.778	Maternal	12.710045	V
V	12710086	26.778	Maternal	12.710086	V
V	12758391	26.778	Maternal	12.758391	V
V	12776842	26.778	Maternal	12.776842	V
V	12776870	26.778	Maternal	12.77687	V
V	12776903	26.778	Maternal	12.776903	V
V	12776943	26.778	Maternal	12.776943	V
V	12776952	26.778	Maternal	12.776952	V
V	12776976	26.778	Maternal	12.776976	V
V	12776986	26.778	Maternal	12.776986	V
V	12777195	26.778	Maternal	12.777195	V
V	12777202	26.778	Maternal	12.777202	V
V	12790303	26.778	Maternal	12.790303	V
V	12790306	26.778	Maternal	12.790306	V
V	12790355	26.778	Maternal	12.790355	V
V	12798024	26.778	Maternal	12.798024	V
V	12798076	26.778	Maternal	12.798076	V
V	12798087	26.778	Maternal	12.798087	V
V	12804969	26.778	Maternal	12.804969	V
V	12805005	26.778	Maternal	12.805005	V
V	12809956	26.778	Maternal	12.809956	V
V	12832549	26.778	Maternal	12.832549	V
V	13794426	26.778	Maternal	13.794426	V
V	13795024	26.778	Maternal	13.795024	V
V	13837043	26.778	Maternal	13.837043	V
V	13865344	26.925	Maternal	13.865344	V
V	13865392	26.925	Maternal	13.865392	V
V	13878564	26.925	Maternal	13.878564	V
V	13880293	26.925	Maternal	13.880293	V
V	13880332	26.925	Maternal	13.880332	V
V	13880335	26.925	Maternal	13.880335	V
V	13880355	26.925	Maternal	13.880355	V
V	13884989	27.072	Maternal	13.884989	V
V	13892078	27.072	Maternal	13.892078	V
V	13903538	27.072	Maternal	13.903538	V
V	13903571	27.072	Maternal	13.903571	V
V	13903603	27.072	Maternal	13.903603	V
V	13904105	27.072	Maternal	13.904105	V
V	13904139	27.072	Maternal	13.904139	V
V	13907925	27.072	Maternal	13.907925	V
V	13907985	27.072	Maternal	13.907985	V
V	13910038	27.072	Maternal	13.910038	V
V	13910140	27.072	Maternal	13.91014	V
V	13910173	27.072	Maternal	13.910173	V
V	13910407	27.218	Maternal	13.910407	V
V	13910411	27.218	Maternal	13.910411	V
V	13910419	27.218	Maternal	13.910419	V
V	13962696	27.365	Maternal	13.962696	V
V	13968597	27.365	Maternal	13.968597	V
V	13968621	27.365	Maternal	13.968621	V
V	13971670	27.365	Maternal	13.97167	V
V	13971677	27.365	Maternal	13.971677	V
V	13972477	27.365	Maternal	13.972477	V
V	13974035	27.365	Maternal	13.974035	V
V	13989083	27.365	Maternal	13.989083	V
V	13989128	27.365	Maternal	13.989128	V
V	14006732	27.365	Maternal	14.006732	V
V	14010839	27.365	Maternal	14.010839	V
V	14016678	27.365	Maternal	14.016678	V
V	14016687	27.365	Maternal	14.016687	V
V	14016717	27.365	Maternal	14.016717	V
V	14016768	27.365	Maternal	14.016768	V
V	14019310	27.365	Maternal	14.01931	V
V	14019311	27.365	Maternal	14.019311	V
V	14019345	27.659	Maternal	14.019345	V
V	14019379	27.659	Maternal	14.019379	V
V	14178616	27.659	Maternal	14.178616	V
V	14178651	27.659	Maternal	14.178651	V
V	14178655	27.659	Maternal	14.178655	V
V	14178658	27.659	Maternal	14.178658	V
V	14178663	27.659	Maternal	14.178663	V
V	14178671	27.659	Maternal	14.178671	V
V	14312716	27.659	Maternal	14.312716	V
V	14312771	27.659	Maternal	14.312771	V
V	14312772	27.659	Maternal	14.312772	V
V	14312782	27.659	Maternal	14.312782	V
V	14312803	27.659	Maternal	14.312803	V
V	14312866	27.659	Maternal	14.312866	V
V	14312887	27.659	Maternal	14.312887	V
V	14312890	27.659	Maternal	14.31289	V
V	14312903	27.659	Maternal	14.312903	V
V	14313093	27.659	Maternal	14.313093	V
V	14313101	27.659	Maternal	14.313101	V
V	14325685	27.659	Maternal	14.325685	V
V	14325702	27.659	Maternal	14.325702	V
V	14325705	27.659	Maternal	14.325705	V
V	14350755	27.659	Maternal	14.350755	V
V	14350758	27.659	Maternal	14.350758	V
V	14350802	27.659	Maternal	14.350802	V
V	14368301	27.659	Maternal	14.368301	V
V	14368302	27.659	Maternal	14.368302	V
V	14390704	27.659	Maternal	14.390704	V
V	14422391	27.659	Maternal	14.422391	V
V	14447246	27.659	Maternal	14.447246	V
V	14447270	27.659	Maternal	14.44727	V
V	14447447	27.659	Maternal	14.447447	V
V	14447528	27.806	Maternal	14.447528	V
V	14447534	27.806	Maternal	14.447534	V
V	14447576	27.806	Maternal	14.447576	V
V	14459787	27.806	Maternal	14.459787	V
V	14459811	27.806	Maternal	14.459811	V
V	14460022	27.806	Maternal	14.460022	V
V	14460096	27.806	Maternal	14.460096	V
V	14460099	27.806	Maternal	14.460099	V
V	14464978	27.806	Maternal	14.464978	V
V	14464988	27.806	Maternal	14.464988	V
V	14465978	27.806	Maternal	14.465978	V
V	14466014	27.806	Maternal	14.466014	V
V	14467275	27.953	Maternal	14.467275	V
V	14467281	27.953	Maternal	14.467281	V
V	14467311	27.953	Maternal	14.467311	V
V	14487835	27.953	Maternal	14.487835	V
V	14487856	27.953	Maternal	14.487856	V
V	14487890	27.953	Maternal	14.48789	V
V	14526717	27.953	Maternal	14.526717	V
V	14526722	27.953	Maternal	14.526722	V
V	14526734	27.953	Maternal	14.526734	V
V	14526742	27.953	Maternal	14.526742	V
V	14540853	27.953	Maternal	14.540853	V
V	14547609	27.953	Maternal	14.547609	V
V	14547996	27.953	Maternal	14.547996	V
V	14627962	27.953	Maternal	14.627962	V
V	14667641	27.953	Maternal	14.667641	V
V	14667779	27.953	Maternal	14.667779	V
V	14667785	27.953	Maternal	14.667785	V
V	14668799	27.953	Maternal	14.668799	V
V	14668908	28.1	Maternal	14.668908	V
V	14668934	28.1	Maternal	14.668934	V
V	14669783	28.1	Maternal	14.669783	V
V	14669816	28.1	Maternal	14.669816	V
V	14669825	28.1	Maternal	14.669825	V
V	14669987	28.1	Maternal	14.669987	V
V	14670047	28.1	Maternal	14.670047	V
V	14670050	28.1	Maternal	14.67005	V
V	14670118	28.1	Maternal	14.670118	V
V	14670232	28.1	Maternal	14.670232	V
V	14670242	28.1	Maternal	14.670242	V
V	14670245	28.1	Maternal	14.670245	V
V	14670281	28.1	Maternal	14.670281	V
V	14670302	28.1	Maternal	14.670302	V
V	14670323	28.1	Maternal	14.670323	V
V	14670341	28.1	Maternal	14.670341	V
V	14674427	28.1	Maternal	14.674427	V
V	14804173	28.1	Maternal	14.804173	V
V	14804197	28.1	Maternal	14.804197	V
V	14804205	28.1	Maternal	14.804205	V
V	14804206	28.1	Maternal	14.804206	V
V	14804207	28.1	Maternal	14.804207	V
V	14804230	28.1	Maternal	14.80423	V
V	14836231	28.1	Maternal	14.836231	V
V	14848244	28.1	Maternal	14.848244	V
V	14848278	28.1	Maternal	14.848278	V
V	14905422	28.1	Maternal	14.905422	V
V	14905453	28.1	Maternal	14.905453	V
V	14905609	28.1	Maternal	14.905609	V
V	14905639	28.1	Maternal	14.905639	V
V	14907479	28.1	Maternal	14.907479	V
V	14912998	28.1	Maternal	14.912998	V
V	14917056	28.1	Maternal	14.917056	V
V	14917079	28.1	Maternal	14.917079	V
V	14939581	28.247	Maternal	14.939581	V
V	14939643	28.247	Maternal	14.939643	V
V	14939644	28.247	Maternal	14.939644	V
V	14939648	28.247	Maternal	14.939648	V
V	15011179	28.247	Maternal	15.011179	V
V	15011195	28.247	Maternal	15.011195	V
V	15011197	28.247	Maternal	15.011197	V
V	15011200	28.247	Maternal	15.0112	V
V	15011242	28.247	Maternal	15.011242	V
V	15011251	28.247	Maternal	15.011251	V
V	15077244	28.247	Maternal	15.077244	V
V	15105085	28.247	Maternal	15.105085	V
V	15105087	28.247	Maternal	15.105087	V
V	15105090	28.247	Maternal	15.10509	V
V	15105092	28.247	Maternal	15.105092	V
V	15105127	28.247	Maternal	15.105127	V
V	15116716	28.247	Maternal	15.116716	V
V	15116728	28.247	Maternal	15.116728	V
V	15116749	28.247	Maternal	15.116749	V
V	15162071	28.394	Maternal	15.162071	V
V	15179810	28.394	Maternal	15.17981	V
V	15180009	28.394	Maternal	15.180009	V
V	15189243	28.394	Maternal	15.189243	V
V	15189473	28.394	Maternal	15.189473	V
V	15196595	28.394	Maternal	15.196595	V
V	15196619	28.394	Maternal	15.196619	V
V	15196621	28.394	Maternal	15.196621	V
V	15196627	28.394	Maternal	15.196627	V
V	15248368	28.394	Maternal	15.248368	V
V	15248404	28.394	Maternal	15.248404	V
V	15281427	28.394	Maternal	15.281427	V
V	15340415	28.688	Maternal	15.340415	V
V	15340597	28.688	Maternal	15.340597	V
V	15340616	28.688	Maternal	15.340616	V
V	15340721	28.688	Maternal	15.340721	V
V	15340729	28.688	Maternal	15.340729	V
V	15340740	28.688	Maternal	15.34074	V
V	15340745	28.688	Maternal	15.340745	V
V	15340748	28.688	Maternal	15.340748	V
V	15340756	28.688	Maternal	15.340756	V
V	15340762	28.688	Maternal	15.340762	V
V	15340771	28.688	Maternal	15.340771	V
V	15340778	28.688	Maternal	15.340778	V
V	15341034	28.688	Maternal	15.341034	V
V	15341072	28.688	Maternal	15.341072	V
V	15341083	28.688	Maternal	15.341083	V
V	15341092	28.688	Maternal	15.341092	V
V	15341100	28.835	Maternal	15.3411	V
V	15363965	28.835	Maternal	15.363965	V
V	15364005	28.835	Maternal	15.364005	V
V	15364022	28.835	Maternal	15.364022	V
V	15398406	28.835	Maternal	15.398406	V
V	15398410	28.835	Maternal	15.39841	V
V	15398429	28.835	Maternal	15.398429	V
V	15398438	28.835	Maternal	15.398438	V
V	15398447	28.835	Maternal	15.398447	V
V	15398471	28.835	Maternal	15.398471	V
V	15398513	28.835	Maternal	15.398513	V
V	15398567	28.835	Maternal	15.398567	V
V	15398642	28.835	Maternal	15.398642	V
V	15398670	28.835	Maternal	15.39867	V
V	15398671	28.835	Maternal	15.398671	V
V	15398708	28.835	Maternal	15.398708	V
V	15398732	28.835	Maternal	15.398732	V
V	15398741	28.835	Maternal	15.398741	V
V	15400378	28.835	Maternal	15.400378	V
V	15400522	28.835	Maternal	15.400522	V
V	15400537	28.835	Maternal	15.400537	V
V	15400582	28.835	Maternal	15.400582	V
V	15400693	29.129	Maternal	15.400693	V
V	15400708	29.129	Maternal	15.400708	V
V	15438979	29.423	Maternal	15.438979	V
V	15438980	29.423	Maternal	15.43898	V
V	15468630	29.57	Maternal	15.46863	V
V	15468637	29.57	Maternal	15.468637	V
V	15468714	29.57	Maternal	15.468714	V
V	15468736	29.57	Maternal	15.468736	V
V	15468870	29.57	Maternal	15.46887	V
V	15468894	29.57	Maternal	15.468894	V
V	15468898	29.57	Maternal	15.468898	V
V	15479978	29.57	Maternal	15.479978	V
V	15480019	29.57	Maternal	15.480019	V
V	15489033	29.57	Maternal	15.489033	V
V	15489034	29.57	Maternal	15.489034	V
V	15489070	29.57	Maternal	15.48907	V
V	15489076	29.57	Maternal	15.489076	V
V	15500157	29.57	Maternal	15.500157	V
V	15500248	29.57	Maternal	15.500248	V
V	15613102	29.57	Maternal	15.613102	V
V	15613126	29.57	Maternal	15.613126	V
V	15613144	29.57	Maternal	15.613144	V
V	15613147	29.57	Maternal	15.613147	V
V	15661222	29.57	Maternal	15.661222	V
V	15661346	29.57	Maternal	15.661346	V
V	15661585	29.57	Maternal	15.661585	V
V	15661586	29.57	Maternal	15.661586	V
V	15663550	29.57	Maternal	15.66355	V
V	15665433	29.57	Maternal	15.665433	V
V	15665523	29.57	Maternal	15.665523	V
V	15665530	29.57	Maternal	15.66553	V
V	15665547	29.57	Maternal	15.665547	V
V	15665556	29.57	Maternal	15.665556	V
V	15665565	29.57	Maternal	15.665565	V
V	15666483	29.57	Maternal	15.666483	V
V	15669066	29.57	Maternal	15.669066	V
V	15671168	29.57	Maternal	15.671168	V
V	15671169	29.57	Maternal	15.671169	V
V	15671186	29.57	Maternal	15.671186	V
V	15738706	29.716	Maternal	15.738706	V
V	15738716	29.716	Maternal	15.738716	V
V	15747154	29.716	Maternal	15.747154	V
V	15747194	29.716	Maternal	15.747194	V
V	15747207	29.716	Maternal	15.747207	V
V	15799980	29.716	Maternal	15.79998	V
V	15799995	29.716	Maternal	15.799995	V
V	15800013	29.716	Maternal	15.800013	V
V	15800016	29.716	Maternal	15.800016	V
V	15800040	29.716	Maternal	15.80004	V
V	15877045	29.863	Maternal	15.877045	V
V	15937893	30.01	Maternal	15.937893	V
V	15937949	30.01	Maternal	15.937949	V
V	15937959	30.01	Maternal	15.937959	V
V	15937981	30.01	Maternal	15.937981	V
V	15937996	30.01	Maternal	15.937996	V
V	15937997	30.01	Maternal	15.937997	V
V	16201348	30.01	Maternal	16.201348	V
V	16201374	30.01	Maternal	16.201374	V
V	16201410	30.01	Maternal	16.20141	V
V	16229308	30.157	Maternal	16.229308	V
V	16235735	30.157	Maternal	16.235735	V
V	16235758	30.157	Maternal	16.235758	V
V	16235767	30.157	Maternal	16.235767	V
V	16235824	30.304	Maternal	16.235824	V
V	16235849	30.451	Maternal	16.235849	V
V	16235893	30.451	Maternal	16.235893	V
V	16235896	30.451	Maternal	16.235896	V
V	16502778	30.451	Maternal	16.502778	V
V	16502786	30.451	Maternal	16.502786	V
V	16502793	30.451	Maternal	16.502793	V
V	16601664	30.598	Maternal	16.601664	V
V	16601688	30.598	Maternal	16.601688	V
V	16601717	30.598	Maternal	16.601717	V
V	16601727	30.598	Maternal	16.601727	V
V	16601730	30.598	Maternal	16.60173	V
V	16619123	30.598	Maternal	16.619123	V
V	16619146	30.598	Maternal	16.619146	V
V	16621770	30.744	Maternal	16.62177	V
V	16838998	30.744	Maternal	16.838998	V
V	16938627	30.744	Maternal	16.938627	V
V	16938639	30.744	Maternal	16.938639	V
V	16938654	30.744	Maternal	16.938654	V
V	16938662	30.744	Maternal	16.938662	V
V	16938702	30.744	Maternal	16.938702	V
V	16938741	30.744	Maternal	16.938741	V
V	16941560	30.891	Maternal	16.94156	V
V	16941566	30.891	Maternal	16.941566	V
V	16941594	30.891	Maternal	16.941594	V
V	16941596	30.891	Maternal	16.941596	V
V	16942900	30.891	Maternal	16.9429	V
V	17133031	30.891	Maternal	17.133031	V
V	17133034	30.891	Maternal	17.133034	V
V	17133042	30.891	Maternal	17.133042	V
V	17133052	30.891	Maternal	17.133052	V
V	17133071	30.891	Maternal	17.133071	V
V	17133076	30.891	Maternal	17.133076	V
V	17133085	30.891	Maternal	17.133085	V
V	17149754	31.038	Maternal	17.149754	V
V	17149772	31.038	Maternal	17.149772	V
V	17149775	31.038	Maternal	17.149775	V
V	17149829	31.038	Maternal	17.149829	V
V	17149874	31.038	Maternal	17.149874	V
V	17149919	31.038	Maternal	17.149919	V
V	17150188	31.038	Maternal	17.150188	V
V	17212892	31.185	Maternal	17.212892	V
V	17212976	31.185	Maternal	17.212976	V
V	17213041	31.185	Maternal	17.213041	V
V	17213042	31.185	Maternal	17.213042	V
V	17214458	31.185	Maternal	17.214458	V
V	17214501	31.185	Maternal	17.214501	V
V	17214517	31.185	Maternal	17.214517	V
V	17214519	31.185	Maternal	17.214519	V
V	17214528	31.185	Maternal	17.214528	V
V	17229639	31.479	Maternal	17.229639	V
V	17232560	31.479	Maternal	17.23256	V
V	17242935	31.479	Maternal	17.242935	V
V	17258110	31.479	Maternal	17.25811	V
V	17258143	31.479	Maternal	17.258143	V
V	17258152	31.479	Maternal	17.258152	V
V	17258158	31.479	Maternal	17.258158	V
V	17313248	31.479	Maternal	17.313248	V
V	17313557	31.479	Maternal	17.313557	V
V	17313579	31.479	Maternal	17.313579	V
V	17313581	31.479	Maternal	17.313581	V
V	17313583	31.479	Maternal	17.313583	V
V	17313593	31.479	Maternal	17.313593	V
V	17313606	31.479	Maternal	17.313606	V
V	17380559	31.479	Maternal	17.380559	V
V	17380595	31.479	Maternal	17.380595	V
V	17380597	31.479	Maternal	17.380597	V
V	17429235	31.626	Maternal	17.429235	V
V	17430083	31.626	Maternal	17.430083	V
V	17430314	31.626	Maternal	17.430314	V
V	17430429	31.92	Maternal	17.430429	V
V	17430435	31.92	Maternal	17.430435	V
V	17570052	32.214	Maternal	17.570052	V
V	17570082	32.214	Maternal	17.570082	V
V	17570103	32.214	Maternal	17.570103	V
V	17610581	32.214	Maternal	17.610581	V
V	17613869	32.361	Maternal	17.613869	V
V	17613871	32.361	Maternal	17.613871	V
V	17613940	32.361	Maternal	17.61394	V
V	17639068	32.508	Maternal	17.639068	V
V	17639071	32.508	Maternal	17.639071	V
V	17639086	32.508	Maternal	17.639086	V
V	17639089	32.508	Maternal	17.639089	V
V	17639098	32.508	Maternal	17.639098	V
V	17639143	32.508	Maternal	17.639143	V
V	17852943	32.508	Maternal	17.852943	V
V	17852949	32.508	Maternal	17.852949	V
V	17852951	32.508	Maternal	17.852951	V
V	17852955	32.508	Maternal	17.852955	V
V	17852958	32.508	Maternal	17.852958	V
V	17852991	32.508	Maternal	17.852991	V
V	17870684	32.508	Maternal	17.870684	V
V	17881281	32.508	Maternal	17.881281	V
V	17881290	32.508	Maternal	17.88129	V
V	17881292	32.508	Maternal	17.881292	V
V	17881293	32.508	Maternal	17.881293	V
V	18016924	32.655	Maternal	18.016924	V
V	18042965	32.655	Maternal	18.042965	V
V	18043047	32.801	Maternal	18.043047	V
V	18043058	32.801	Maternal	18.043058	V
V	18043059	32.801	Maternal	18.043059	V
V	18043067	32.801	Maternal	18.043067	V
V	18043088	32.801	Maternal	18.043088	V
V	18043097	32.801	Maternal	18.043097	V
V	18043136	32.801	Maternal	18.043136	V
V	18043152	32.801	Maternal	18.043152	V
V	18047496	32.801	Maternal	18.047496	V
V	18047511	32.801	Maternal	18.047511	V
V	18047514	32.801	Maternal	18.047514	V
V	18084904	32.801	Maternal	18.084904	V
V	18084917	32.801	Maternal	18.084917	V
V	18300397	32.801	Maternal	18.300397	V
V	18300413	32.801	Maternal	18.300413	V
V	18300473	32.801	Maternal	18.300473	V
V	18339615	32.801	Maternal	18.339615	V
V	18339621	32.801	Maternal	18.339621	V
V	18485838	32.801	Maternal	18.485838	V
V	18485848	32.801	Maternal	18.485848	V
V	19492921	33.839	Maternal	19.492921	V
V	19492926	33.839	Maternal	19.492926	V
V	19616396	34.133	Maternal	19.616396	V
V	19616403	34.133	Maternal	19.616403	V
