CHR	pos	chr	genetic
X	20065845	6	22388.1313602341
X	20067971	6	22388.4375097184
X	20078896	6	22388.5891846396
X	20079734	6	22388.8236579542
X	20081513	6	22389.1258638679
X	20083144	6	22390.0222641213
X	20114233	6	22390.0222641713
X	20115159	6	22390.0222642213
X	20117437	6	22390.3241320425
X	20117770	6	22390.7669049057
X	20247329	6	22391.0673892922
X	20290269	6	22391.0673893422
X	20297614	6	22391.0673893922
X	20336808	6	22391.0673894422
X	20340342	6	22391.0673894922
X	20346082	6	22391.5789444962
X	20346664	6	22391.5789445462
X	20357854	6	22391.5789445962
X	20362071	6	22392.0911344229
X	20367546	6	22392.091134473
X	20386805	6	22392.091134523
X	20408671	6	22392.091134573
X	20460418	6	22392.091134623
X	20463642	6	22392.091134673
X	20541494	6	22392.091134723
X	20543359	6	22392.091134773
X	20547970	6	22392.0911348229
X	20549647	6	22392.6033438997
X	20550804	6	22393.1172944883
X	20553132	6	22393.422032641
X	20553470	6	22393.9363526279
X	20557675	6	22394.2411041399
X	20560481	6	22394.7549980252
X	20565119	6	22394.7549980752
X	20568040	6	22394.7549981252
X	20574056	6	22394.7549981752
X	20574645	6	22394.7549982252
X	20579981	6	22394.7549982752
X	20586790	6	22394.7549983252
X	20588979	6	22394.7549983752
X	20597820	6	22394.7549984252
X	20598319	6	22394.7549984752
X	20623504	6	22394.7549985252
X	20757140	6	22394.7549985752
X	20781869	6	22394.7549986252
X	20788784	6	22394.7549986752
X	20791471	6	22394.7549987252
X	20793754	6	22394.7549987752
X	20854162	6	22394.7549988252
X	20896431	6	22394.7549988752
X	20918275	6	22395.2672111508
X	20918887	6	22395.7794469126
X	20928657	6	22395.7794469626
X	20942607	6	22395.7794470126
X	20948701	6	22396.2916693681
X	20958413	6	22396.8039352921
X	20961258	6	22397.3161446322
X	20963232	6	22397.3161446822
X	20963946	6	22397.3161447322
X	20967633	6	22397.829457817
X	21026429	6	22398.1274018513
X	21101700	6	22398.1274019013
X	21118565	6	22398.1274019513
X	21160184	6	22398.1274020013
X	21178761	6	22398.1274020513
X	21180033	6	22398.4368627347
X	21180811	6	22398.5226054129
X	21203107	6	22398.8316414788
X	21204354	6	22398.9169803107
X	21209014	6	22398.9169803607
X	21215062	6	22398.9169811149
X	21216265	6	22399.222100915
X	21217263	6	22399.5226713246
X	21219903	6	22399.8262451443
X	21226031	6	22399.8262451943
X	21226032	6	22399.8262452443
X	21272705	6	22399.8262452943
X	21273230	6	22399.8262453443
X	21278362	6	22399.8262453943
X	21282910	6	22399.8262454443
X	21297415	6	22399.8262454943
X	21301636	6	22399.8262455443
X	21302865	6	22399.8262455943
X	21311289	6	22399.8262456443
X	21316505	6	22399.8262456943
X	21316527	6	22400.3416957799
X	21318273	6	22400.3416958299
X	21327059	6	22400.3416958799
X	21328797	6	22400.638056974
X	21332334	6	22401.1531031302
X	21350199	6	22401.45207212
X	21353554	6	22401.45207217
X	21367195	6	22401.45207222
X	21367696	6	22401.45207227
X	21379572	6	22401.45207232
X	21386997	6	22401.45207237
X	21389018	6	22401.45207242
X	21389019	6	22401.9648974272
X	21403193	6	22401.9648974772
X	21403704	6	22401.9648975272
X	21466971	6	22401.9648975772
X	21574918	6	22401.9648976272
X	21579241	6	22401.9648976772
X	21583213	6	22401.9648977272
X	21606734	6	22401.9648977772
X	21613916	6	22401.9648978272
X	21624025	6	22401.9648978772
X	21626226	6	22401.9648979272
X	21628899	6	22401.9648979772
X	21630974	6	22401.9648980272
X	21640340	6	22401.9648980772
X	21643869	6	22401.9648981272
X	21652035	6	22401.9648981772
X	21836497	6	22401.9648982272
X	21875218	6	22401.9648982772
X	21977578	6	22401.9648983272
X	21989921	6	22401.9648983772
X	22026026	6	22403.009441198
X	22028262	6	22403.5169744182
X	22031504	6	22404.5616367279
X	22031837	6	22404.5616367779
X	22033288	6	22405.0323331436
X	22033759	6	22405.0323331936
X	22039569	6	22406.5750042837
X	22043235	6	22406.5750043337
X	22069372	6	22407.0879797185
X	22070238	6	22407.600870677
X	22071481	6	22408.1082917113
X	22135532	6	22409.7076331193
X	22151058	6	22410.2150541536
X	22160490	6	22410.7279460065
X	22160685	6	22410.9875929628
