Chr	BP	num_rep	species
II	16200001	2747	remanei
II	16210001	3189	remanei
II	16220001	4860	remanei
II	16230001	5485	remanei
II	16240001	2748	remanei
II	16250001	8122	remanei
II	16260001	5878	remanei
II	16270001	2302	remanei
II	16280001	2228	remanei
II	16290001	3668	remanei
II	16300001	10000	remanei
II	16310001	3319	remanei
II	16320001	3481	remanei
II	16330001	4027	remanei
II	16340001	3826	remanei
II	16350001	3763	remanei
II	16360001	3739	remanei
II	16370001	6915	remanei
II	16380001	3046	remanei
II	16390001	2578	remanei
II	16400001	4585	remanei
II	16410001	4924	remanei
II	16420001	4445	remanei
II	16430001	3750	remanei
II	16440001	3001	remanei
II	16450001	4092	remanei
II	16460001	1880	remanei
II	16470001	3637	remanei
II	16480001	3269	remanei
II	16490001	4453	remanei
II	16500001	4477	remanei
II	16510001	3855	remanei
II	16520001	4458	remanei
II	16530001	4431	remanei
II	16540001	4796	remanei
II	16550001	4183	remanei
II	16560001	5417	remanei
II	16570001	6334	remanei
II	16580001	3231	remanei
II	16590001	5377	remanei
II	16600001	8202	remanei
II	16610001	6198	remanei
II	16620001	2834	remanei
II	16630001	4423	remanei
II	16640001	3559	remanei
II	16650001	3700	remanei
II	16660001	5219	remanei
II	16670001	8523	remanei
II	16680001	6019	remanei
II	16690001	5066	remanei
II	16700001	3304	remanei
II	16710001	4056	remanei
II	16720001	3662	remanei
II	16730001	1600	remanei
II	16740001	2398	remanei
II	16750001	2747	remanei
II	16760001	2093	remanei
II	16770001	7399	remanei
II	16780001	4065	remanei
II	16790001	4067	remanei
II	16800001	3261	remanei
II	16810001	1951	remanei
II	16820001	1498	remanei
II	16830001	1525	remanei
II	16840001	3831	remanei
II	16850001	1553	remanei
II	16860001	2323	remanei
II	16870001	5433	remanei
II	16880001	5403	remanei
II	16890001	5019	remanei
II	16900001	2012	remanei
II	16910001	4833	remanei
II	16920001	9991	remanei
II	16930001	9001	remanei
II	16940001	2335	remanei
II	16950001	3578	remanei
II	16960001	1698	remanei
II	16970001	6092	remanei
II	16980001	3242	remanei
II	16990001	2328	remanei
II	17000001	2573	remanei
II	17010001	867	remanei
II	17020001	2541	remanei
II	17030001	1842	remanei
II	17040001	2165	remanei
II	17050001	1949	remanei
II	17060001	1431	remanei
II	17070001	2634	remanei
II	17080001	4543	remanei
II	17090001	2764	remanei
II	17100001	4646	remanei
II	17110001	2581	remanei
II	17120001	3587	remanei
II	17130001	3254	remanei
II	17140001	1626	remanei
II	17150001	5561	remanei
II	17160001	5536	remanei
II	17170001	3958	remanei
II	17180001	2375	remanei
II	17190001	2553	remanei
II	17200001	3623	remanei
II	17210001	3120	remanei
II	17220001	2188	remanei
II	17230001	2968	remanei
II	17240001	4080	remanei
II	17250001	8417	remanei
II	17260001	4069	remanei
II	17270001	4384	remanei
II	17280001	4370	remanei
II	17290001	5884	remanei
II	17300001	7028	remanei
II	17310001	2309	remanei
II	17320001	2028	remanei
II	17330001	4763	remanei
II	17340001	4203	remanei
II	17350001	2493	remanei
II	17360001	3302	remanei
II	17370001	3375	remanei
II	17380001	4686	remanei
II	17390001	4335	remanei
II	17400001	4826	remanei
II	17410001	3505	remanei
II	17420001	6128	remanei
II	17430001	3486	remanei
II	17440001	9891	remanei
II	17450001	3908	remanei
II	17460001	8342	remanei
II	17470001	6902	remanei
II	17480001	2322	remanei
II	17490001	2381	remanei
II	17500001	3226	remanei
II	17510001	2540	remanei
II	17520001	5465	remanei
II	17530001	1502	remanei
II	17540001	3025	remanei
II	17550001	4495	remanei
II	17560001	3442	remanei
II	17570001	5314	remanei
II	17580001	3447	remanei
II	17590001	4781	remanei
II	17600001	7758	remanei
II	17610001	5700	remanei
II	17620001	9996	remanei
II	17630001	2106	remanei
II	17640001	2897	remanei
II	17650001	1266	remanei
II	17660001	306	remanei
II	17670001	4208	remanei
II	17680001	3669	remanei
II	17690001	4046	remanei
II	17700001	4991	remanei
II	17710001	3087	remanei
II	17720001	4437	remanei
II	17730001	3927	remanei
II	17740001	4638	remanei
II	17750001	2817	remanei
II	17760001	3270	remanei
II	17770001	8209	remanei
II	17780001	3678	remanei
II	17790001	4022	remanei
II	17800001	5252	remanei
II	17810001	1450	remanei
II	17820001	2915	remanei
II	17830001	1941	remanei
II	17840001	1041	remanei
II	17850001	1132	remanei
II	17860001	4007	remanei
II	17870001	7430	remanei
II	17880001	4661	remanei
II	17890001	2082	remanei
II	17900001	4191	remanei
II	17910001	4677	remanei
II	17920001	3318	remanei
II	17930001	4090	remanei
II	17940001	7845	remanei
II	17950001	5108	remanei
II	17960001	5330	remanei
II	17970001	3221	remanei
II	17980001	4676	remanei
II	17990001	4383	remanei
II	18000001	3416	remanei
II	18010001	4818	remanei
II	18020001	4664	remanei
II	18030001	1982	remanei
II	18040001	2924	remanei
II	18050001	3919	remanei
II	18060001	3554	remanei
II	18070001	7197	remanei
II	18080001	9247	remanei
II	18090001	2884	remanei
II	18100001	6760	remanei
II	18110001	7434	remanei
II	18120001	5076	remanei
II	18130001	4629	remanei
II	18140001	5715	remanei
II	18150001	5365	remanei
II	18160001	6063	remanei
II	18170001	4362	remanei
II	18180001	4864	remanei
II	18190001	4487	remanei
II	18200001	3245	remanei
II	18210001	5279	remanei
II	18220001	6161	remanei
II	18230001	4369	remanei
II	18240001	2771	remanei
II	18250001	3521	remanei
II	18260001	3045	remanei
II	18270001	1593	remanei
II	18280001	2829	remanei
II	18290001	4206	remanei
II	18300001	3448	remanei
II	18310001	4938	remanei
II	18320001	3235	remanei
II	18330001	4911	remanei
II	18340001	4968	remanei
II	18350001	4798	remanei
II	18360001	3949	remanei
II	18370001	4724	remanei
II	18380001	3332	remanei
II	18390001	3923	remanei
II	18400001	4427	remanei
II	18410001	4259	remanei
II	18420001	4021	remanei
II	18430001	2991	remanei
II	18440001	4139	remanei
II	18450001	3525	remanei
II	18460001	4743	remanei
II	18470001	9685	remanei
II	18480001	7865	remanei
II	18490001	2936	remanei
II	18500001	3909	remanei
II	18510001	3603	remanei
II	18520001	5286	remanei
II	18530001	5966	remanei
II	18540001	3947	remanei
II	18550001	6117	remanei
II	18560001	5028	remanei
II	18570001	4619	remanei
II	18580001	5135	remanei
II	18590001	5470	remanei
II	18600001	4875	remanei
II	18610001	8407	remanei
II	18620001	8616	remanei
II	18630001	6573	remanei
II	18640001	6460	remanei
II	18650001	8305	remanei
II	18660001	7817	remanei
II	18670001	5216	remanei
II	18680001	6314	remanei
II	18690001	3440	remanei
II	18700001	2008	remanei
II	18710001	2546	remanei
II	18720001	3470	remanei
II	18730001	4954	remanei
II	18740001	4137	remanei
II	18750001	5728	remanei
II	18760001	4433	remanei
II	18770001	4698	remanei
II	18780001	2741	remanei
II	18790001	3686	remanei
II	18800001	2755	remanei
II	18810001	5682	remanei
II	18820001	3291	remanei
II	18830001	3645	remanei
II	18840001	3850	remanei
II	18850001	4399	remanei
II	18860001	3738	remanei
II	18870001	2660	remanei
II	18880001	3092	remanei
II	18890001	2337	remanei
II	18900001	2466	remanei
II	18910001	4298	remanei
II	18920001	5149	remanei
II	18930001	4451	remanei
II	18940001	6085	remanei
II	18950001	2808	remanei
II	18960001	4819	remanei
II	18970001	4306	remanei
II	18980001	3067	remanei
II	18990001	4334	remanei
II	19000001	3273	remanei
II	19010001	3811	remanei
II	19020001	2906	remanei
II	19030001	3890	remanei
II	19040001	4802	remanei
II	19050001	3360	remanei
II	19060001	6349	remanei
II	19070001	3118	remanei
II	19080001	3889	remanei
II	19090001	2778	remanei
II	19100001	2626	remanei
II	19110001	3287	remanei
II	19120001	7364	remanei
II	19130001	3962	remanei
II	19140001	1829	remanei
II	19150001	3278	remanei
II	19160001	3836	remanei
II	19170001	3732	remanei
II	19180001	2264	remanei
II	19190001	2115	remanei
II	19200001	1862	remanei
II	19210001	6387	remanei
II	19220001	4357	remanei
II	19230001	2031	remanei
II	19240001	3663	remanei
II	19250001	810	remanei
II	19260001	475	remanei
II	19270001	891	remanei
II	19280001	1057	remanei
II	19290001	2784	remanei
II	19300001	661	remanei
II	19310001	1933	remanei
II	19320001	5566	remanei
II	19330001	4348	remanei
II	19340001	2937	remanei
II	19350001	2918	remanei
II	19360001	2435	remanei
II	19370001	2010	remanei
II	19380001	4214	remanei
II	19390001	2743	remanei
II	19400001	460	remanei
II	19410001	6608	remanei
II	19420001	3319	remanei
II	19430001	2732	remanei
II	19440001	2591	remanei
II	19450001	2742	remanei
II	19460001	1815	remanei
II	19470001	2563	remanei
II	19480001	4769	remanei
II	19490001	2494	remanei
II	19500001	3192	remanei
II	19510001	1684	remanei
II	19520001	862	remanei
II	19530001	1151	remanei
II	19540001	1491	remanei
II	19550001	1782	remanei
II	19560001	2358	remanei
II	19570001	2955	remanei
II	19580001	1651	remanei
II	19590001	1987	remanei
II	19600001	870	remanei
II	19610001	2401	remanei
II	19620001	1292	remanei
II	19630001	2007	remanei
II	19640001	1993	remanei
II	19650001	1407	remanei
II	19660001	1119	remanei
II	19670001	1393	remanei
II	19680001	215	remanei
II	19690001	1543	remanei
II	19700001	327	remanei
II	19710001	4838	remanei
II	19720001	4867	remanei
II	19730001	672	remanei
II	19740001	2396	remanei
II	19750001	1205	remanei
II	19760001	2246	remanei
II	19770001	1216	remanei
II	19780001	3220	remanei
II	19790001	330	remanei
II	19800001	2645	remanei
II	19810001	3235	remanei
II	19820001	3291	remanei
II	19830001	2538	remanei
II	19840001	2569	remanei
II	19850001	1684	remanei
II	19860001	3086	remanei
II	19870001	1269	remanei
II	19880001	496	remanei
II	19890001	2084	remanei
II	19900001	3667	remanei
II	19910001	3025	remanei
II	19920001	503	remanei
II	19930001	0	remanei
I	1	2829	remanei
I	10001	1494	remanei
I	20001	766	remanei
I	30001	852	remanei
I	40001	73	remanei
I	50001	1897	remanei
I	60001	792	remanei
I	70001	1468	remanei
I	80001	336	remanei
I	90001	1314	remanei
I	100001	751	remanei
I	110001	326	remanei
I	120001	1169	remanei
I	130001	1337	remanei
I	140001	272	remanei
I	150001	2225	remanei
I	160001	979	remanei
I	170001	582	remanei
I	180001	1031	remanei
I	190001	846	remanei
I	200001	1676	remanei
I	210001	827	remanei
I	220001	1236	remanei
I	230001	1006	remanei
I	240001	411	remanei
I	250001	2412	remanei
I	260001	1962	remanei
I	270001	2716	remanei
I	280001	3014	remanei
I	290001	2280	remanei
I	300001	1361	remanei
I	310001	771	remanei
I	320001	3334	remanei
I	330001	1127	remanei
I	340001	1892	remanei
I	350001	1828	remanei
I	360001	5218	remanei
I	370001	3211	remanei
I	380001	2074	remanei
I	390001	3894	remanei
I	400001	2402	remanei
I	410001	2611	remanei
I	420001	2150	remanei
I	430001	1496	remanei
I	440001	2403	remanei
I	450001	2170	remanei
I	460001	569	remanei
I	470001	1892	remanei
I	480001	1555	remanei
I	490001	2995	remanei
I	500001	3278	remanei
I	510001	3159	remanei
I	520001	2840	remanei
I	530001	2587	remanei
I	540001	7641	remanei
I	550001	9357	remanei
I	560001	3621	remanei
I	570001	4199	remanei
I	580001	2223	remanei
I	590001	2565	remanei
I	600001	4109	remanei
I	610001	7379	remanei
I	620001	2616	remanei
I	630001	2695	remanei
I	640001	3184	remanei
I	650001	3313	remanei
I	660001	1804	remanei
I	670001	3332	remanei
I	680001	2967	remanei
I	690001	1566	remanei
I	700001	3779	remanei
I	710001	2375	remanei
I	720001	2114	remanei
I	730001	2748	remanei
I	740001	667	remanei
I	750001	4418	remanei
I	760001	2304	remanei
I	770001	2608	remanei
I	780001	1480	remanei
I	790001	1547	remanei
I	800001	1955	remanei
I	810001	3234	remanei
I	820001	2000	remanei
I	830001	3155	remanei
I	840001	4077	remanei
I	850001	2746	remanei
I	860001	2379	remanei
I	870001	2734	remanei
I	880001	3726	remanei
I	890001	2794	remanei
I	900001	4520	remanei
I	910001	2083	remanei
I	920001	2173	remanei
I	930001	1874	remanei
I	940001	3611	remanei
I	950001	3167	remanei
I	960001	1150	remanei
I	970001	690	remanei
I	980001	1061	remanei
I	990001	951	remanei
I	1000001	449	remanei
I	1010001	1670	remanei
I	1020001	3934	remanei
I	1030001	3262	remanei
I	1040001	2635	remanei
I	1050001	4794	remanei
I	1060001	4557	remanei
I	1070001	1865	remanei
I	1080001	3020	remanei
I	1090001	4076	remanei
I	1100001	3544	remanei
I	1110001	3178	remanei
I	1120001	3425	remanei
I	1130001	3449	remanei
I	1140001	2715	remanei
I	1150001	3852	remanei
I	1160001	2374	remanei
I	1170001	3280	remanei
I	1180001	2162	remanei
I	1190001	2767	remanei
I	1200001	2152	remanei
I	1210001	1807	remanei
I	1220001	3148	remanei
I	1230001	1409	remanei
I	1240001	1499	remanei
I	1250001	3662	remanei
I	1260001	3715	remanei
I	1270001	3408	remanei
I	1280001	2734	remanei
I	1290001	1609	remanei
I	1300001	894	remanei
I	1310001	2036	remanei
I	1320001	2037	remanei
I	1330001	1858	remanei
I	1340001	2624	remanei
I	1350001	3525	remanei
I	1360001	3625	remanei
I	1370001	2078	remanei
I	1380001	4061	remanei
I	1390001	6787	remanei
I	1400001	2624	remanei
I	1410001	3851	remanei
I	1420001	2815	remanei
I	1430001	5605	remanei
I	1440001	3238	remanei
I	1450001	3425	remanei
I	1460001	2089	remanei
I	1470001	3799	remanei
I	1480001	3712	remanei
I	1490001	3869	remanei
I	1500001	1712	remanei
I	1510001	3384	remanei
I	1520001	2009	remanei
I	1530001	4014	remanei
I	1540001	3145	remanei
I	1550001	4217	remanei
I	1560001	1351	remanei
I	1570001	1241	remanei
I	1580001	3260	remanei
I	1590001	3714	remanei
I	1600001	3381	remanei
I	1610001	3322	remanei
I	1620001	4862	remanei
I	1630001	4622	remanei
I	1640001	4473	remanei
I	1650001	3672	remanei
I	1660001	3764	remanei
I	1670001	3246	remanei
I	1680001	3287	remanei
I	1690001	3445	remanei
I	1700001	3175	remanei
I	1710001	2423	remanei
I	1720001	3516	remanei
I	1730001	2606	remanei
I	1740001	1302	remanei
I	1750001	956	remanei
I	1760001	1634	remanei
I	1770001	567	remanei
I	1780001	4704	remanei
I	1790001	4053	remanei
I	1800001	1675	remanei
I	1810001	3614	remanei
I	1820001	4047	remanei
I	1830001	985	remanei
I	1840001	2046	remanei
I	1850001	2151	remanei
I	1860001	2972	remanei
I	1870001	3420	remanei
I	1880001	6610	remanei
I	1890001	5070	remanei
I	1900001	5250	remanei
I	1910001	2873	remanei
I	1920001	2430	remanei
I	1930001	2231	remanei
I	1940001	1975	remanei
I	1950001	3835	remanei
I	1960001	3823	remanei
I	1970001	4639	remanei
I	1980001	2613	remanei
I	1990001	4653	remanei
I	2000001	2514	remanei
I	2010001	3993	remanei
I	2020001	3260	remanei
I	2030001	2836	remanei
I	2040001	3199	remanei
I	2050001	3386	remanei
I	2060001	2333	remanei
I	2070001	2084	remanei
I	2080001	2847	remanei
I	2090001	2881	remanei
I	2100001	4233	remanei
I	2110001	3732	remanei
I	2120001	3255	remanei
I	2130001	3918	remanei
I	2140001	2685	remanei
I	2150001	3021	remanei
I	2160001	3600	remanei
I	2170001	4526	remanei
I	2180001	3021	remanei
I	2190001	2225	remanei
I	2200001	2110	remanei
I	2210001	3214	remanei
I	2220001	4382	remanei
I	2230001	4828	remanei
I	2240001	3783	remanei
I	2250001	8715	remanei
I	2260001	8204	remanei
I	2270001	1381	remanei
I	2280001	3429	remanei
I	2290001	2784	remanei
I	2300001	2423	remanei
I	2310001	3041	remanei
I	2320001	2399	remanei
I	2330001	2862	remanei
I	2340001	3654	remanei
I	2350001	4439	remanei
I	2360001	4930	remanei
I	2370001	2961	remanei
I	2380001	1590	remanei
I	2390001	2786	remanei
I	2400001	4750	remanei
I	2410001	4297	remanei
I	2420001	4128	remanei
I	2430001	1956	remanei
I	2440001	1654	remanei
I	2450001	3498	remanei
I	2460001	2804	remanei
I	2470001	3344	remanei
I	2480001	2052	remanei
I	2490001	6460	remanei
I	2500001	2447	remanei
I	2510001	2640	remanei
I	2520001	3063	remanei
I	2530001	3067	remanei
I	2540001	4071	remanei
I	2550001	6452	remanei
I	2560001	5475	remanei
I	2570001	3623	remanei
I	2580001	3722	remanei
I	2590001	2850	remanei
I	2600001	1951	remanei
I	2610001	779	remanei
I	2620001	1076	remanei
I	2630001	3590	remanei
I	2640001	4577	remanei
I	2650001	3319	remanei
I	2660001	736	remanei
I	2670001	2769	remanei
I	2680001	4477	remanei
I	2690001	5607	remanei
I	2700001	4646	remanei
I	2710001	7632	remanei
I	2720001	5502	remanei
I	2730001	7072	remanei
I	2740001	4821	remanei
I	2750001	4668	remanei
I	2760001	4495	remanei
I	2770001	2668	remanei
I	2780001	2940	remanei
I	2790001	4545	remanei
I	2800001	4467	remanei
I	2810001	3980	remanei
I	2820001	5088	remanei
I	2830001	2750	remanei
I	2840001	3682	remanei
I	2850001	3573	remanei
I	2860001	5001	remanei
I	2870001	3104	remanei
I	2880001	2080	remanei
I	2890001	5386	remanei
I	2900001	3302	remanei
I	2910001	6576	remanei
I	2920001	3417	remanei
I	2930001	8754	remanei
I	2940001	2251	remanei
I	2950001	2833	remanei
I	2960001	4976	remanei
I	2970001	4613	remanei
I	2980001	5559	remanei
I	2990001	5776	remanei
I	3000001	6041	remanei
I	3010001	4139	remanei
I	3020001	1975	remanei
I	3030001	4353	remanei
I	3040001	7123	remanei
I	3050001	6169	remanei
I	3060001	4690	remanei
I	3070001	4366	remanei
I	3080001	4194	remanei
I	3090001	2741	remanei
I	3100001	4845	remanei
I	3110001	3490	remanei
I	3120001	2190	remanei
I	3130001	2871	remanei
I	3140001	3297	remanei
I	3150001	3110	remanei
I	3160001	3895	remanei
I	3170001	2380	remanei
I	3180001	4162	remanei
I	3190001	4366	remanei
I	3200001	4918	remanei
I	3210001	5218	remanei
I	3220001	2911	remanei
I	3230001	4316	remanei
I	3240001	3579	remanei
I	3250001	1973	remanei
I	3260001	3495	remanei
I	3270001	2425	remanei
I	3280001	3881	remanei
I	3290001	4971	remanei
I	3300001	4221	remanei
I	3310001	4590	remanei
I	3320001	3838	remanei
I	3330001	5345	remanei
I	3340001	3406	remanei
I	3350001	1434	remanei
I	3360001	3187	remanei
I	3370001	2096	remanei
I	3380001	4100	remanei
I	3390001	4150	remanei
I	3400001	2560	remanei
I	3410001	3315	remanei
I	3420001	3207	remanei
I	3430001	4705	remanei
I	3440001	4904	remanei
I	3450001	3091	remanei
I	3460001	1361	remanei
I	3470001	847	remanei
I	3480001	2465	remanei
I	3490001	3514	remanei
I	3500001	2998	remanei
I	3510001	1752	remanei
I	3520001	1921	remanei
I	3530001	2304	remanei
I	3540001	1277	remanei
I	3550001	3096	remanei
I	3560001	4569	remanei
I	3570001	2614	remanei
I	3580001	3572	remanei
I	3590001	1610	remanei
I	3600001	2249	remanei
I	3610001	747	remanei
I	3620001	2749	remanei
I	3630001	2526	remanei
I	3640001	861	remanei
I	3650001	3701	remanei
I	3660001	3945	remanei
I	3670001	4371	remanei
I	3680001	1109	remanei
I	3690001	3354	remanei
I	3700001	2238	remanei
I	3710001	981	remanei
I	3720001	3388	remanei
I	3730001	2733	remanei
I	3740001	4612	remanei
I	3750001	3642	remanei
I	3760001	4617	remanei
I	3770001	1491	remanei
I	3780001	4377	remanei
I	3790001	3905	remanei
I	3800001	3764	remanei
I	3810001	1516	remanei
I	3820001	453	remanei
I	3830001	918	remanei
I	3840001	2859	remanei
I	3850001	3261	remanei
I	3860001	2408	remanei
I	3870001	414	remanei
I	3880001	2362	remanei
I	3890001	4008	remanei
I	3900001	1029	remanei
I	3910001	779	remanei
I	3920001	2053	remanei
I	3930001	1859	remanei
I	3940001	4174	remanei
I	3950001	3582	remanei
I	3960001	4077	remanei
I	3970001	5140	remanei
I	3980001	1541	remanei
I	3990001	1100	remanei
I	4000001	2006	remanei
I	4010001	4608	remanei
I	4020001	5189	remanei
I	4030001	3479	remanei
I	4040001	3879	remanei
I	4050001	1182	remanei
I	4060001	2445	remanei
I	4070001	1328	remanei
I	4080001	5348	remanei
I	4090001	1453	remanei
I	4100001	1245	remanei
I	4110001	1881	remanei
I	4120001	3701	remanei
I	4130001	660	remanei
I	4140001	1021	remanei
I	4150001	564	remanei
I	4160001	1694	remanei
I	4170001	2521	remanei
I	4180001	2969	remanei
I	4190001	4485	remanei
I	4200001	6629	remanei
I	4210001	215	remanei
I	4220001	4745	remanei
I	4230001	1354	remanei
I	4240001	1500	remanei
I	4250001	0	remanei
I	4260001	2004	remanei
I	4270001	2056	remanei
I	4280001	3825	remanei
I	4290001	1506	remanei
I	4300001	3390	remanei
I	4310001	1489	remanei
I	4320001	4555	remanei
I	4330001	4630	remanei
I	4340001	4757	remanei
I	4350001	2771	remanei
I	4360001	564	remanei
I	4370001	571	remanei
I	4380001	239	remanei
I	4390001	2668	remanei
I	4400001	3327	remanei
I	4410001	2894	remanei
I	4420001	199	remanei
I	4430001	3882	remanei
I	4440001	4525	remanei
I	4450001	2750	remanei
I	4460001	3159	remanei
I	4470001	248	remanei
I	4480001	632	remanei
I	4490001	4517	remanei
I	4500001	3780	remanei
I	4510001	1091	remanei
I	4520001	3802	remanei
I	4530001	10000	remanei
I	4540001	9999	remanei
I	4550001	4125	remanei
I	4560001	895	remanei
I	4570001	7064	remanei
I	4580001	6395	remanei
I	4590001	10000	remanei
I	4600001	3167	remanei
I	4610001	415	remanei
I	4620001	1655	remanei
I	4630001	2389	remanei
I	4640001	2100	remanei
I	4650001	2231	remanei
I	4660001	2045	remanei
I	4670001	2888	remanei
I	4680001	3483	remanei
I	4690001	574	remanei
I	4700001	836	remanei
I	4710001	702	remanei
I	4720001	2316	remanei
I	4730001	4759	remanei
I	4740001	4479	remanei
I	4750001	9671	remanei
I	4760001	9996	remanei
I	4770001	7233	remanei
I	4780001	1212	remanei
I	4790001	3421	remanei
I	4800001	323	remanei
I	4810001	9	remanei
I	4820001	444	remanei
I	4830001	4064	remanei
I	4840001	3189	remanei
I	4850001	2508	remanei
I	4860001	3726	remanei
I	4870001	2668	remanei
I	4880001	1370	remanei
I	4890001	1892	remanei
I	4900001	949	remanei
I	4910001	2155	remanei
I	4920001	4899	remanei
I	4930001	4981	remanei
I	4940001	2462	remanei
I	4950001	908	remanei
I	4960001	1992	remanei
I	4970001	2296	remanei
I	4980001	1848	remanei
I	4990001	713	remanei
I	5000001	657	remanei
I	5010001	496	remanei
I	5020001	3136	remanei
I	5030001	1858	remanei
I	5040001	2209	remanei
I	5050001	1768	remanei
I	5060001	3153	remanei
I	5070001	2464	remanei
I	5080001	662	remanei
I	5090001	1159	remanei
I	5100001	7276	remanei
I	5110001	2100	remanei
I	5120001	1649	remanei
I	5130001	8908	remanei
I	5140001	2820	remanei
I	5150001	1841	remanei
I	5160001	4699	remanei
I	5170001	496	remanei
I	5180001	2190	remanei
I	5190001	1665	remanei
I	5200001	1920	remanei
I	5210001	879	remanei
I	5220001	5058	remanei
I	5230001	6542	remanei
I	5240001	741	remanei
I	5250001	654	remanei
I	5260001	377	remanei
I	5270001	2592	remanei
I	5280001	791	remanei
I	5290001	236	remanei
I	5300001	1147	remanei
I	5310001	1980	remanei
I	5320001	611	remanei
I	5330001	615	remanei
I	5340001	2249	remanei
I	5350001	2531	remanei
I	5360001	601	remanei
I	5370001	223	remanei
I	5380001	935	remanei
I	5390001	548	remanei
I	5400001	580	remanei
I	5410001	1828	remanei
I	5420001	1748	remanei
I	5430001	51	remanei
I	5440001	440	remanei
I	5450001	1979	remanei
I	5460001	4123	remanei
I	5470001	1608	remanei
I	5480001	1126	remanei
I	5490001	3399	remanei
I	5500001	7058	remanei
I	5510001	2024	remanei
I	5520001	1077	remanei
I	5530001	931	remanei
I	5540001	1659	remanei
I	5550001	1381	remanei
I	5560001	1230	remanei
I	5570001	826	remanei
I	5580001	2447	remanei
I	5590001	1169	remanei
I	5600001	2010	remanei
I	5610001	2494	remanei
I	5620001	1402	remanei
I	5630001	1711	remanei
I	5640001	1247	remanei
I	5650001	204	remanei
I	5660001	419	remanei
I	5670001	356	remanei
I	5680001	1867	remanei
I	5690001	1892	remanei
I	5700001	2166	remanei
I	5710001	562	remanei
I	5720001	93	remanei
I	5730001	601	remanei
I	5740001	1098	remanei
I	5750001	140	remanei
I	5760001	1383	remanei
I	5770001	253	remanei
I	5780001	101	remanei
I	5790001	1146	remanei
I	5800001	1517	remanei
I	5810001	2874	remanei
I	5820001	373	remanei
I	5830001	2430	remanei
I	5840001	917	remanei
I	5850001	1783	remanei
I	5860001	2529	remanei
I	5870001	2111	remanei
I	5880001	33	remanei
I	5890001	639	remanei
I	5900001	921	remanei
I	5910001	683	remanei
I	5920001	1362	remanei
I	5930001	7618	remanei
I	5940001	434	remanei
I	5950001	1446	remanei
I	5960001	584	remanei
I	5970001	1524	remanei
I	5980001	295	remanei
I	5990001	70	remanei
I	6000001	688	remanei
I	6010001	186	remanei
I	6020001	860	remanei
I	6030001	1456	remanei
I	6040001	860	remanei
I	6050001	1499	remanei
I	6060001	1330	remanei
I	6070001	785	remanei
I	6080001	0	remanei
I	6090001	0	remanei
I	6100001	386	remanei
I	6110001	389	remanei
I	6120001	1837	remanei
I	6130001	286	remanei
I	6140001	71	remanei
I	6150001	562	remanei
I	6160001	124	remanei
I	6170001	426	remanei
I	6180001	486	remanei
I	6190001	184	remanei
I	6200001	2200	remanei
I	6210001	271	remanei
I	6220001	133	remanei
I	6230001	2998	remanei
I	6240001	1129	remanei
I	6250001	157	remanei
I	6260001	174	remanei
I	6270001	51	remanei
I	6280001	0	remanei
I	6290001	252	remanei
I	6300001	213	remanei
I	6310001	119	remanei
I	6320001	508	remanei
I	6330001	445	remanei
I	6340001	575	remanei
I	6350001	894	remanei
I	6360001	298	remanei
I	6370001	2247	remanei
I	6380001	286	remanei
I	6390001	496	remanei
I	6400001	6397	remanei
I	6410001	6548	remanei
I	6420001	185	remanei
I	6430001	1432	remanei
I	6440001	630	remanei
I	6450001	152	remanei
I	6460001	103	remanei
I	6470001	370	remanei
I	6480001	99	remanei
I	6490001	0	remanei
I	6500001	141	remanei
I	6510001	141	remanei
I	6520001	2704	remanei
I	6530001	177	remanei
I	6540001	820	remanei
I	6550001	1034	remanei
I	6560001	114	remanei
I	6570001	907	remanei
I	6580001	3044	remanei
I	6590001	860	remanei
I	6600001	111	remanei
I	6610001	335	remanei
I	6620001	407	remanei
I	6630001	134	remanei
I	6640001	121	remanei
I	6650001	4448	remanei
I	6660001	3463	remanei
I	6670001	622	remanei
I	6680001	1100	remanei
I	6690001	1486	remanei
I	6700001	269	remanei
I	6710001	327	remanei
I	6720001	508	remanei
I	6730001	424	remanei
I	6740001	378	remanei
I	6750001	146	remanei
I	6760001	616	remanei
I	6770001	852	remanei
I	6780001	195	remanei
I	6790001	223	remanei
I	6800001	69	remanei
I	6810001	587	remanei
I	6820001	467	remanei
I	6830001	99	remanei
I	6840001	0	remanei
I	6850001	1550	remanei
I	6860001	244	remanei
I	6870001	43	remanei
I	6880001	465	remanei
I	6890001	95	remanei
I	6900001	954	remanei
I	6910001	228	remanei
I	6920001	246	remanei
I	6930001	265	remanei
I	6940001	911	remanei
I	6950001	299	remanei
I	6960001	1381	remanei
I	6970001	140	remanei
I	6980001	81	remanei
I	6990001	214	remanei
I	7000001	570	remanei
I	7010001	693	remanei
I	7020001	1017	remanei
I	7030001	1511	remanei
I	7040001	522	remanei
I	7050001	302	remanei
I	7060001	817	remanei
I	7070001	1981	remanei
I	7080001	200	remanei
I	7090001	978	remanei
I	7100001	196	remanei
I	7110001	514	remanei
I	7120001	853	remanei
I	7130001	841	remanei
I	7140001	113	remanei
I	7150001	1663	remanei
I	7160001	208	remanei
I	7170001	384	remanei
I	7180001	165	remanei
I	7190001	617	remanei
I	7200001	595	remanei
I	7210001	357	remanei
I	7220001	98	remanei
I	7230001	458	remanei
I	7240001	1752	remanei
